Row,udp,select,bin,run,poll,media,sys,dev,etc,usr,root,host,brk,boot,mkdir,write,connect,tcp,clone_API,proc,read,var,network_http,File_IO,kill_API,accept,home,munmap,mnt,opt,rename,srv,mmap,chdir_API,network_connection,execve_API,Normal,Attack
0 ,0,40,0,0,14,0,0,5,36,0,0,0,0,0,0,0,0,148,0,0,0,12,2,68,0,3,0,8,0,0,0,0,8,4,156,0,1 ,0 
0 ,0,40,0,0,23,0,0,0,72,0,0,0,0,0,0,0,0,283,0,0,0,24,4,130,0,4,0,16,0,0,0,0,16,8,299,0,1 ,0 
0 ,0,40,0,0,16,0,0,0,36,0,0,0,0,0,0,0,0,153,0,0,0,24,4,94,0,3,0,8,0,0,0,0,8,8,161,0,1 ,0 
0 ,0,40,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,12,2,44,0,2,0,0,0,0,0,0,0,4,16,0,1 ,0 
0 ,0,40,0,0,19,0,0,0,36,0,0,0,0,0,0,0,0,172,0,0,0,69,8,203,0,3,0,8,0,0,0,0,8,16,180,0,1 ,0 
0 ,0,40,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,1 ,0 
0 ,0,40,0,0,16,0,0,0,36,0,0,0,0,0,0,0,0,153,0,0,0,45,4,115,0,3,0,8,0,0,0,0,8,8,161,0,1 ,0 
0 ,0,40,0,0,13,0,0,0,36,0,0,0,0,0,0,0,0,149,0,0,0,45,4,115,0,2,0,8,0,0,0,0,8,8,157,0,1 ,0 
0 ,0,40,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,1 ,0 
0 ,0,40,0,0,15,0,0,0,36,0,0,0,0,0,0,0,0,151,0,0,0,45,4,115,0,2,0,8,0,0,0,0,8,8,159,0,1 ,0 
0 ,0,44,0,0,44,0,0,0,108,0,0,0,0,0,0,0,0,452,0,0,0,72,12,282,0,8,0,24,0,0,0,0,24,24,476,0,1 ,0 
0 ,0,40,0,0,16,0,0,0,36,0,0,0,0,0,0,0,0,153,0,0,0,24,4,94,0,3,0,8,0,0,0,0,8,8,161,0,1 ,0 
0 ,0,40,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,1 ,0 
0 ,0,40,0,0,17,0,0,0,36,0,0,0,0,0,0,0,0,163,0,0,0,57,6,144,0,3,0,8,0,0,0,0,8,12,171,0,1 ,0 
